#group	K01	K02	K03	K04	K05	K06	K07	K08	K09	K10	K11	K12	K13	K14	K15	K16	K17	K18	K19	K20	K21	K22	K23	K24	K25	K26	K27	K28	K29	K30	K31	K32	K33	K34	K35	K36	K37	K38	K39	K40	K41	K42	K43	K44	K45	K46	K47	K48	K49	K50	K51	K52	K53	K54	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12	M13	M14	M15	M16	M17	M18	M19	M20	M21	M22	M23	M24	M25	M26	M27	M28	M29	M30	M31	M32	M33	M34	M35	M36
methanotrophy	0	0	0	0	0	0	0	0	0	0	0	0	0.003961965135	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004553415061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002030869212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
acetoclastic_methanogenesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003694808794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001621271077	0	0	0	0	0	0	0	0	0	0
methanogenesis_by_disproportionation_of_methyl_groups	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000583600817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002030869212	0	0	0.0003005259204	0.0001906577693	0.001059883413	0.001291364003	0.0008403361345	0.0006110601894	0.0009089256499	0.0006228589225	0.001002004008	0.0005907837731	0	0.0004940711462	0.000844880027	0.001509054326	0	0.0002796420582	0.001229445213	0.001515151515	0.0002878111959	0	0	0.0003174603175	0	0.001108120943	0	0.001945525292	0.001539349625	0.001333111148	0.0008820286659	0.001577563541	0.000499334221	0.0001869857891	0.0003985651654	0.001171352075	0.0007094714438	0.0006700167504
methanogenesis_using_formate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
methanogenesis_by_CO2_reduction_with_H2	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000583600817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002030869212	0	0	0.0003005259204	0.0001906577693	0.001059883413	0.001291364003	0.0008403361345	0.0006110601894	0.0009089256499	0.0006228589225	0.001002004008	0.0005907837731	0	0.0004940711462	0.000844880027	0.001509054326	0	0.0002796420582	0.001229445213	0.001515151515	0.0002878111959	0	0	0.0003174603175	0	0.001108120943	0	0.001945525292	0.001539349625	0.001333111148	0.0008820286659	0.001577563541	0.000499334221	0.0001869857891	0.0003985651654	0.001171352075	0.0007094714438	0.000837520938
methanogenesis_by_reduction_of_methyl_compounds_with_H2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hydrogenotrophic_methanogenesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000583600817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002030869212	0	0	0.0003005259204	0.0001906577693	0.001059883413	0.001291364003	0.0008403361345	0.0006110601894	0.0009089256499	0.0006228589225	0.001002004008	0.0005907837731	0	0.0004940711462	0.000844880027	0.001509054326	0	0.0002796420582	0.001229445213	0.001515151515	0.0002878111959	0	0	0.0003174603175	0	0.001108120943	0	0.001945525292	0.001539349625	0.001333111148	0.0008820286659	0.001577563541	0.000499334221	0.0001869857891	0.0003985651654	0.001171352075	0.0007094714438	0.000837520938
methanogenesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000583600817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003694808794	0	0	0	0	0.0002030869212	0	0	0.0003005259204	0.0001906577693	0.001059883413	0.001291364003	0.0008403361345	0.0006110601894	0.0009089256499	0.0006228589225	0.001002004008	0.0005907837731	0	0.0004940711462	0.000844880027	0.001509054326	0	0.0002796420582	0.001229445213	0.001515151515	0.0002878111959	0	0	0.0003174603175	0	0.001108120943	0	0.002107652399	0.001539349625	0.001333111148	0.0008820286659	0.001577563541	0.000499334221	0.0001869857891	0.0003985651654	0.001171352075	0.0007094714438	0.000837520938
methanol_oxidation	0	0	0	0	0	0	0	0	0	0	0	0.002490039841	0	0	0	0	0	0.00125	0	0	0	0.002372262774	0.002425373134	0	0.00296060123	0	0	0	0	0	0	0.003306648103	0	0	0.003054257995	0.001609010459	0	0	0	0	0	0	0	0	0	0.001390578828	0.0009237021984	0.001923076923	0.001768172888	0.0007820136852	0.002389705882	0.0006092607636	0.002045919527	0.000179147259	0.001652892562	0	0.002119766826	0.0009685230024	0.003025210084	0.0029025359	0.00163606617	0.002180006229	0.002004008016	0.001575423395	0.004392708105	0.002635046113	0.008617776276	0.005868544601	0.002113758647	0.005592841163	0.006761948671	0.005892255892	0.002302489567	0.002040816327	0.004455004455	0.003650793651	0.004611615507	0.004274180782	0.0005634861007	0.002918287938	0.001924187031	0.005165805699	0.002866593164	0.005433829974	0.005992010652	0.003552729993	0.001594260662	0.003848728246	0.0007094714438	0.005695142379
methylotrophy	0	0	0	0	0	0	0	0	0	0	0	0.002490039841	0.003961965135	0	0	0	0	0.00125	0	0	0	0.002372262774	0.002425373134	0	0.00296060123	0	0.004553415061	0	0	0	0	0.003306648103	0	0	0.003054257995	0.001609010459	0	0	0	0	0	0	0	0	0	0.001390578828	0.0009237021984	0.001923076923	0.001768172888	0.0007820136852	0.002389705882	0.0008123476848	0.002045919527	0.000179147259	0.001652892562	0	0.002119766826	0.0009685230024	0.003025210084	0.0029025359	0.00163606617	0.002180006229	0.002004008016	0.001575423395	0.004392708105	0.002635046113	0.008617776276	0.005868544601	0.002113758647	0.005592841163	0.006761948671	0.005892255892	0.002302489567	0.002040816327	0.004455004455	0.003650793651	0.004611615507	0.004274180782	0.0005634861007	0.002918287938	0.001924187031	0.005165805699	0.002866593164	0.005433829974	0.005992010652	0.003552729993	0.001594260662	0.003848728246	0.0007094714438	0.005695142379
aerobic_ammonia_oxidation	0.1712022746	0.229245493	0.2424132291	0.3161544523	0.356754799	0.3547593959	0.3519907675	0.2415303065	0.3481795089	0.3552684699	0.1930776427	0.223937583	0.2744321183	0.2810037934	0.2192015675	0.255588994	0.1902707884	0.26125	0.2299332698	0.2457218078	0.2018117765	0.09416058394	0.08003731343	0.1318480643	0.1523570941	0.1490767736	0.1506129597	0.236122757	0.1570749303	0.2280529671	0.1350443019	0.2051862165	0.1606334842	0.2838789159	0.2055335968	0.2260659694	0.1383706468	0.1456719434	0.1568407262	0.1699647185	0.09193641065	0.1685769706	0.16686291	0.205496762	0.1686779297	0.16321919	0.1507481988	0.1401442308	0.1445972495	0.1454545455	0.1683823529	0.2359870024	0.1739031598	0.208885704	0.06731780616	0.0962821735	0.08779367603	0.02953995157	0.03764705882	0.02933088909	0.04926377022	0.04827156649	0.05551102204	0.02166207168	0.06545135076	0.05006587615	0.05491720176	0.03336686787	0.1258647194	0.1528243848	0.1140310435	0.09225589226	0.03957403943	0.02696793003	0.04677754678	0.06619047619	0.06830955469	0.05572265316	0.06686701728	0.04782749676	0.05253030595	0.07598733544	0.09900771775	0.05065731814	0.07023968043	0.144540015	0.0460342766	0.1054216867	0.1399432423	0.08408710218
aerobic_nitrite_oxidation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nitrification	0.1712022746	0.229245493	0.2424132291	0.3161544523	0.356754799	0.3547593959	0.3519907675	0.2415303065	0.3481795089	0.3552684699	0.1930776427	0.223937583	0.2744321183	0.2810037934	0.2192015675	0.255588994	0.1902707884	0.26125	0.2299332698	0.2457218078	0.2018117765	0.09416058394	0.08003731343	0.1318480643	0.1523570941	0.1490767736	0.1506129597	0.236122757	0.1570749303	0.2280529671	0.1350443019	0.2051862165	0.1606334842	0.2838789159	0.2055335968	0.2260659694	0.1383706468	0.1456719434	0.1568407262	0.1699647185	0.09193641065	0.1685769706	0.16686291	0.205496762	0.1686779297	0.16321919	0.1507481988	0.1401442308	0.1445972495	0.1454545455	0.1683823529	0.2359870024	0.1739031598	0.208885704	0.06731780616	0.0962821735	0.08779367603	0.02953995157	0.03764705882	0.02933088909	0.04926377022	0.04827156649	0.05551102204	0.02166207168	0.06545135076	0.05006587615	0.05491720176	0.03336686787	0.1258647194	0.1528243848	0.1140310435	0.09225589226	0.03957403943	0.02696793003	0.04677754678	0.06619047619	0.06830955469	0.05572265316	0.06686701728	0.04782749676	0.05253030595	0.07598733544	0.09900771775	0.05065731814	0.07023968043	0.144540015	0.0460342766	0.1054216867	0.1399432423	0.08408710218
sulfate_respiration	0.00345247766	0	0.001998909686	0	0.001992031873	0.002283105023	0	0	0	0	0	0.001162018592	0.003169572108	0.001750802451	0	0	0	0	0.003813155386	0.00526546731	0.003187384667	0.002372262774	0	0.004930606282	0	0	0	0.0005031024652	0	0	0	0	0.002468120115	0	0.00467121811	0.002614641995	0.0007773631841	0.000505220613	0	0.001227182083	0	0	0.001682085786	0	0	0	0.0003694808794	0	0	0	0	0.0002030869212	0.0002273243919	0.000179147259	0.0009015777611	0	0.001059883413	0.003712671509	0	0.001222120379	0.0009089256499	0.001245717845	0.003607214429	0	0	0	0	0	0	0	0	0	0.0001439055979	0	0	0.0003174603175	0.0008646779075	0.0007915149596	0.001126972201	0.0001621271077	0	0	0	0.0003505696757	0	0	0	0	0	0
sulfur_respiration	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dark_sulfite_oxidation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sulfite_respiration	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001750802451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
thiosulfate_respiration	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
respiration_of_sulfur_compounds	0.00345247766	0	0.001998909686	0	0.001992031873	0.002283105023	0	0	0	0	0	0.001162018592	0.003169572108	0.001750802451	0	0	0	0	0.003813155386	0.00526546731	0.003187384667	0.002372262774	0	0.004930606282	0	0	0	0.0005031024652	0	0	0	0	0.002468120115	0	0.00467121811	0.002614641995	0.0007773631841	0.000505220613	0	0.001227182083	0	0	0.001682085786	0	0	0	0.0003694808794	0	0	0	0	0.0002030869212	0.0002273243919	0.000179147259	0.0009015777611	0	0.001059883413	0.003712671509	0	0.001222120379	0.0009089256499	0.001245717845	0.003607214429	0	0	0	0	0	0	0	0	0	0.0001439055979	0	0	0.0003174603175	0.0008646779075	0.0007915149596	0.001126972201	0.0001621271077	0	0	0	0.0003505696757	0	0	0	0	0	0
arsenate_detoxification	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arsenate_respiration	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dissimilatory_arsenate_reduction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arsenite_oxidation_detoxification	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
arsenite_oxidation_energy_yielding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dissimilatory_arsenite_oxidation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
anammox	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
